comparison_key,raw_code_examples,raw_title_examples,source_row_count,metric_value,comparison_title,metric_name,comparison_level,source_file,sheet_name,metric_zscore,metric_percentile
fitness-trainers-and-instructors,39-9031,Fitness Trainers and Aerobics Instructors,1,-2.111948,Fitness trainers and instructors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-2.558332410999153,0.0060790273556231
flight-attendants,53-2031,Flight Attendants,1,-0.7621183,Flight attendants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.1140321257827575,0.1762917933130699
floral-designers,27-1023,Floral Designers,1,-0.2718452,Floral designers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5894462627187529,0.2948328267477204
food-and-beverage-serving-and-related-workers,35-3021 | 35-3022 | 35-3041 | 35-9011 | 35-9031,"Combined Food Preparation and Serving Workers, Including Fast Food | Counter Attendants, Cafeteria, Food Concession, and Coffee Shop | Food Servers, Nonrestaurant | Dining Room and Cafeteria Attendants and Bartender Helpers | Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5,-0.7452537,Food and beverage serving and related workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.095987222347857,0.1884498480243161
food-and-tobacco-processing-workers,51-3091 | 51-3092 | 51-3093,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders | Food Batchmakers | Food Cooking Machine Operators and Tenders",3,-0.5646532666666667,Food processing equipment workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.9027470992615612,0.22796352583586627
food-preparation-workers,35-2021,Food Preparation Workers,1,-1.226416,Food preparation workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.610824647487767,0.0668693009118541
food-service-managers,11-9051,Food Service Managers,1,-0.1213112,Food service managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.4283768336383549,0.3343465045592705
forensic-science-technicians,19-4092,Forensic Science Technicians,1,0.2400518,Forensic science technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.04172310690034316,0.45896656534954405
forest-and-conservation-workers,45-4011,Forest and Conservation Workers,1,-1.064205,Forest and conservation workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4372609797412086,0.11550151975683891
fundraisers,13-1131,Fundraisers,1,1.242567,Fundraisers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0309551645095774,0.8024316109422492
funeral-service-occupations,11-9061 | 39-4031,"Funeral Directors | Morticians, Undertakers, and Funeral Directors",2,0.09076295,Funeral service workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.20146024161787657,0.41033434650455924
gaming-services-occupations,11-9071 | 39-1011 | 39-1012 | 39-3011 | 39-3012,Gaming Managers | Gaming Supervisors | Slot Key Persons | Gaming Dealers | Gaming and Sports Book Writers and Runners,5,0.4693931799999999,Gambling services workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.20366919743695333,0.5015197568389058
general-maintenance-and-repair-workers,49-9071,"Maintenance and Repair Workers, General",1,-1.014408,General maintenance and repair workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.383978835109985,0.12158054711246201
general-office-clerks,43-9061,"Office Clerks, General",1,0.9888986,General office clerks,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7595332640502923,0.6808510638297872
genetic-counselors,29-9092,Genetic Counselors,1,1.527667,Genetic counselors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.3360084696155434,1.0
geographers,19-3092,Geographers,1,1.436298,Geographers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2382448237571533,0.9756838905775076
geological-and-petroleum-technicians,19-4041,Geological and Petroleum Technicians,1,0.0832659,Geological and hydrologic technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.20948198795616024,0.4012158054711246
geoscientists,19-2042,"Geoscientists, Except Hydrologists and Geographers",1,0.7143481,Geoscientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.4657677872228793,0.5775075987841946
glaziers,47-2121,Glaziers,1,-1.388901,Glaziers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.7846814916832874,0.0486322188449848
graphic-designers,27-1024,Graphic Designers,1,0.7156958,Graphic designers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.46720980875669654,0.5805471124620061
grounds-maintenance-workers,37-3011 | 37-3012 | 37-3013,"Landscaping and Groundskeeping Workers | Pesticide Handlers, Sprayers, and Applicators, Vegetation | Tree Trimmers and Pruners",3,-1.478707166666667,Grounds maintenance workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.8807729261293202,0.030395136778115502
hand-laborers-and-material-movers,43-5081 | 53-7061 | 53-7062 | 53-7063 | 53-7064,"Stock Clerks and Order Fillers | Cleaners of Vehicles and Equipment | Laborers and Freight, Stock, and Material Movers, Hand | Machine Feeders and Offbearers | Packers and Packagers, Hand",6,-1.3271301333333334,Hand laborers and material movers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.7185874648999602,0.05167173252279635
hazardous-materials-removal-workers,47-4041,Hazardous Materials Removal Workers,1,-0.6887439,Hazardous materials removal workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0355224687144755,0.2127659574468085
health-and-safety-engineers,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1,0.9948935,Health and safety engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7659477293564297,0.6838905775075987
health-educators,21-1091,Health Educators,1,0.691658,Health education specialists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.44148967428641883,0.5592705167173252
health-information-technologists-and-medical-registrars,29-2071,Medical Records and Health Information Technicians,1,0.5738765,Health information technologists and medical registrars,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3154649957338467,0.5288753799392097
heating-air-conditioning-and-refrigeration-mechanics-and-installers,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1,-0.8491117,"Heating, air conditioning, and refrigeration mechanics and installers",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2071139363488932,0.1641337386018237
heavy-and-tractor-trailer-truck-drivers,53-3032,"Truck Drivers, Heavy and Tractor-Trailer",1,-1.149057,Heavy and tractor-trailer truck drivers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.5280515200598737,0.0911854103343465
heavy-vehicle-and-mobile-equipment-service-technicians,49-3041 | 49-3042 | 49-3043,"Farm Equipment Mechanics | Mobile Heavy Equipment Mechanics, Except Engines | Rail Car Repairers",3,-1.2749823333333332,Heavy vehicle and mobile equipment service technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.6627899947350884,0.06382978723404255
high-school-teachers,25-2031,"Secondary School Teachers, Except Special and Vocational Education",1,1.191325,High school teachers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9761268886055441,0.7811550151975684
historians,19-3093,Historians,1,1.098921,Historians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.877255806160747,0.7325227963525835
human-resources-managers,11-3121,Human Resources Managers,1,1.320417,Human resources managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1142536555741143,0.8693009118541033
human-resources-specialists,13-1071,"Employment, Recruitment, and Placement Specialists",1,1.36005,Human resources specialists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1566604519307075,0.9088145896656535
hydrologists,19-2043,Hydrologists,1,0.6405071,Hydrologists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3867588742017301,0.5562310030395137
industrial-designers,27-1021,Commercial and Industrial Designers,1,0.867039,Industrial designers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6291450713498682,0.6231003039513677
industrial-engineering-technicians,17-3026,Industrial Engineering Technicians,1,0.6106679,Industrial engineering technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3548313169175564,0.541033434650456
industrial-engineers,17-2112,Industrial Engineers,1,1.13787,Industrial engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.9189307313819755,0.7507598784194529
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,49-9041 | 49-9043 | 49-9044,"Industrial Machinery Mechanics | Maintenance Workers, Machinery | Millwrights",3,-1.1242704,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.5015301792940385,0.09422492401215805
industrial-production-managers,11-3051,Industrial Production Managers,1,0.5086878,Industrial production managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.2457139315789492,0.5167173252279635
information-clerks,43-4021 | 43-4031 | 43-4061 | 43-4071 | 43-4081,"Correspondence Clerks | Court, Municipal, and License Clerks | Eligibility Interviewers, Government Programs | File Clerks | Hotel, Motel, and Resort Desk Clerks",9,0.905436122222222,Information clerks,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6702294945012064,0.6382978723404256
information-security-analysts,15-1122,Information Security Analysts,1,1.250146,Information security analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0390645962857896,0.8115501519756839
instructional-coordinators,25-9031,Instructional Coordinators,1,1.301855,Instructional coordinators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0943925561375063,0.8601823708206687
insulation-workers,47-2131 | 47-2132,"Insulation Workers, Floor, Ceiling, and Wall | Insulation Workers, Mechanical",2,-1.4436935000000002,Insulation workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.8433087565728654,0.0364741641337386
insurance-sales-agents,41-3021,Insurance Sales Agents,1,1.341258,Insurance sales agents,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.136553255474898,0.8875379939209727
insurance-underwriters,13-2053,Insurance Underwriters,1,1.326652,Insurance underwriters,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1209250247685572,0.8723404255319149
interior-designers,27-1025,Interior Designers,1,1.12168,Interior designers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.901607641204264,0.7416413373860182
interpreters-and-translators,27-3091,Interpreters and Translators,1,1.111319,Interpreters and translators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8905215054827524,0.7386018237082067
janitors-and-building-cleaners,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,-1.436201,Janitors and building cleaners,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.8352918786756136,0.03951367781155015
jewelers-and-precious-stone-and-metal-workers,51-9071,Jewelers and Precious Stone and Metal Workers,1,-0.1560197,Jewelers and precious stone and metal workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.46551447881643426,0.3282674772036474
judges-and-hearing-officers,23-1021 | 23-1023,"Administrative Law Judges, Adjudicators, and Hearing Officers | Judges, Magistrate Judges, and Magistrates",2,1.435604,Judges and hearing officers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2375022527513886,0.9696048632218845
kindergarten-and-elementary-school-teachers,25-2012 | 25-2021,"Kindergarten Teachers, Except Special Education | Elementary School Teachers, Except Special Education",2,0.6256769,Kindergarten and elementary school teachers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3708907524010198,0.547112462006079
labor-relations-specialists,13-1075,Labor Relations Specialists,1,1.334834,Labor relations specialists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1296796587298938,0.8814589665653495
landscape-architects,17-1012,Landscape Architects,1,1.034388,Landscape architects,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8082063325079821,0.7082066869300911
lawyers,23-1011,Lawyers,1,1.328783,Lawyers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.123205167150812,0.878419452887538
librarians,25-4021 | 25-9011,Librarians | Audio-Visual Collections Specialists,2,0.7439546,Librarians and library media specialists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.4974463585228434,0.5866261398176292
library-technicians-and-assistants,25-4031 | 43-4121,"Library Technicians | Library Assistants, Clerical",2,0.1209284499999999,Library technicians and assistants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.16918354756254866,0.42857142857142855
licensed-practical-and-licensed-vocational-nurses,29-2061,Licensed Practical and Licensed Vocational Nurses,1,-0.5137373,Licensed practical and licensed vocational nurses,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.8482676747988047,0.23708206686930092
line-installers-and-repairers,49-9051,Electrical Power-Line Installers and Repairers,1,-1.081398,Electrical power-line installers and repairers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4556572669200472,0.11246200607902736
loan-officers,13-2072,Loan Officers,1,1.385739,Loan officers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1841473490014447,0.9300911854103343
lodging-managers,11-9081,Lodging Managers,1,0.4021726,Lodging managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.1317440480152067,0.49240121580547114
logging-workers,45-4021 | 45-4022 | 45-4023,Fallers | Logging Equipment Operators | Log Graders and Scalers,3,-1.0919798333333337,Logging workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4669796914462272,0.1094224924012158
logisticians,13-1081,Logisticians,1,1.297303,Logisticians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.089521975131395,0.8541033434650456
machinists-and-tool-and-die-makers,51-4041 | 51-4111,Machinists | Tool and Die Makers,2,-0.6996716000000001,Machinists and tool and die makers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.047214966091559,0.2006079027355623
management-analysts,13-1111,Management Analysts,1,1.432417,Management analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2340922040548865,0.9665653495440729
manicurists-and-pedicurists,39-5092,Manicurists and Pedicurists,1,0.0335124,Manicurists and pedicurists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.2627175881511433,0.3860182370820669
marine-engineers-and-naval-architects,17-2121,Marine Engineers and Naval Architects,1,0.5472173,Marine engineers and naval architects,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.28693999723689484,0.5258358662613982
market-research-analysts,13-1161,Market Research Analysts and Marketing Specialists,1,1.426757,Market research analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.2280360774084476,0.9574468085106383
marriage-and-family-therapists,21-1013,Marriage and Family Therapists,1,1.367434,Marriage and family therapists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1645612362341184,0.9148936170212766
massage-therapists,31-9011,Massage Therapists,1,-1.410233,Massage therapists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.8075064552207145,0.0425531914893617
material-moving-machine-operators,53-7011 | 53-7021 | 53-7031 | 53-7041 | 53-7051,Conveyor Operators and Tenders | Crane and Tower Operators | Dredge Operators | Hoist and Winch Operators | Industrial Truck and Tractor Operators,5,-1.03591998,Material moving machine operators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4069963749148728,0.11854103343465046
material-recording-clerks,43-5061 | 43-5071 | 43-5111,"Production, Planning, and Expediting Clerks | Shipping, Receiving, and Traffic Clerks | Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3,-0.0774966333333333,Material recording clerks,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.3814958151415034,0.3465045592705167
materials-engineers,17-2131,Materials Engineers,1,1.037278,Materials engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8112985950536018,0.7112462006079028
mathematicians-and-statisticians,15-2021 | 15-2041,Mathematicians | Statisticians,2,1.4275215,Mathematicians and statisticians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.228854082500533,0.9604863221884499
mechanical-engineering-technicians,17-3027,Mechanical Engineering Technicians,1,-0.1192367,Mechanical engineering technologists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.42615714552386064,0.3373860182370821
mechanical-engineers,17-2141,Mechanical Engineers,1,1.004709,Mechanical engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.7764501871476174,0.6869300911854104
medical-and-health-services-managers,11-9111,Medical and Health Services Managers,1,1.260259,Medical and health services managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0498853752213795,0.817629179331307
medical-assistants,31-9092,Medical Assistants,1,0.1497917,Medical assistants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.13830024413006953,0.43465045592705165
medical-equipment-repairers,49-9062,Medical Equipment Repairers,1,-0.2768838,Medical equipment repairers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5948374994185317,0.2917933130699088
medical-scientists,19-1042,"Medical Scientists, Except Epidemiologists",1,1.279928,Medical scientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.070930950311275,0.8297872340425532
medical-transcriptionists,31-9094,Medical Transcriptionists,1,1.06259,Medical transcriptionists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.8383821070102564,0.7264437689969605
meeting-convention-and-event-planners,13-1121,Meeting and Convention Planners,1,0.3740207,"Meeting, convention, and event planners",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.10162187986363658,0.48632218844984804
metal-and-plastic-machine-workers,51-4011 | 51-4012 | 51-4021 | 51-4022 | 51-4023,"Computer-Controlled Machine Tool Operators, Metal and Plastic | Numerical Tool and Process Control Programmers | Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic | Forging Machine Setters, Operators, and Tenders, Metal and Plastic | Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",20,-0.93531676,Metal and plastic machine workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.29935223333191,0.14285714285714285
microbiologists,19-1022,Microbiologists,1,0.6955647,Microbiologists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.4456697926556138,0.5623100303951368
middle-school-teachers,25-2022,"Middle School Teachers, Except Special and Vocational Education",1,1.286445,Middle school teachers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.077904055851,0.8449848024316109
mining-and-geological-engineers,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1,1.34695,Mining and geological engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1426436217066174,0.8996960486322189
models,41-9012,Models,1,-1.122021,Models,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4991233504462471,0.0972644376899696
multimedia-artists-and-animators,27-1014,Multi-Media Artists and Animators,1,0.7058651,Special effects artists and animators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.4566910871625008,0.5714285714285714
music-directors-and-composers,27-2041,Music Directors and Composers,1,0.8829641,Music directors and composers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.646184721960682,0.6261398176291794
musicians-and-singers,27-2042,Musicians and Singers,1,-0.0040058,Musicians and singers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.30286157591553003,0.3738601823708207
natural-sciences-managers,11-9121,Natural Sciences Managers,1,1.327906,Natural sciences managers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.122266788516726,0.8753799392097265
network-and-computer-systems-administrators,15-1142,Network and Computer Systems Administrators,1,0.7895315,Network and computer systems administrators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.5462130508465337,0.5957446808510638
nuclear-engineers,17-2161,Nuclear Engineers,1,1.303009,Nuclear engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0956273211816743,0.8632218844984803
nuclear-medicine-technologists,29-2033,Nuclear Medicine Technologists,1,0.0855276,Nuclear medicine technologists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.2070619982677767,0.4072948328267477
nuclear-technicians,19-4051,Nuclear Technicians,1,0.1696743,Nuclear technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.11702611980842845,0.44376899696048633
nurse-anesthetists-nurse-midwives-and-nurse-practitioners,29-1151 | 29-1161 | 29-1171,Nurse Anesthetists | Nurse Midwives | Nurse Practitioners,3,0.2093342666666666,"Nurse anesthetists, nurse midwives, and nurse practitioners",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.07459046946798971,0.44984802431610943
nursing-assistants,31-1014 | 31-1015,Nursing Assistants | Orderlies,2,-1.2916266,Nursing assistants and orderlies,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.6805991443588408,0.060790273556231005
occupational-health-and-safety-specialists-and-technicians,29-9011 | 29-9012,Occupational Health and Safety Specialists | Occupational Health and Safety Technicians,2,0.61731185,Occupational health and safety specialists and technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3619402573120102,0.5440729483282675
occupational-therapists,29-1122,Occupational Therapists,1,0.1151615,Occupational therapists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.17535410932291634,0.42249240121580545
occupational-therapy-assistants-and-aides,31-2011 | 31-2012,Occupational Therapist Assistants | Occupational Therapist Aides,2,-0.5444042,Occupational therapy assistants and aides,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.8810808603559923,0.23100303951367782
oil-and-gas-workers,47-5011 | 47-5012 | 47-5013 | 47-5071,"Derrick Operators, Oil and Gas | Rotary Drill Operators, Oil and Gas | Service Unit Operators, Oil, Gas, and Mining | Roustabouts, Oil and Gas",4,-1.1699069,Oil and gas workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.5503606428453134,0.08814589665653495
operations-research-analysts,15-2031,Operations Research Analysts,1,1.40002,Operations research analysts,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1994278339197832,0.9331306990881459
opticians-dispensing,29-2081,"Opticians, Dispensing",1,0.1013966,Opticians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.19008237392990723,0.41641337386018235
optometrists,29-1041,Optometrists,1,0.5040194,Optometrists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.240718804081381,0.513677811550152
orthotists-and-prosthetists,29-2091,Orthotists and Prosthetists,1,0.066577,Orthotists and prosthetists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.22733889466813134,0.3981762917933131
painters-construction-and-maintenance,47-2141,"Painters, Construction and Maintenance",1,-1.58799,"Painters, construction and maintenance",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.9977041414912202,0.02735562310030395
painting-and-coating-workers,51-9121 | 51-9122 | 51-9123,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders | Painters, Transportation Equipment | Painting, Coating, and Decorating Workers",3,-1.1798142333333337,Painting and coating workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.5609613611130086,0.08206686930091185
paralegals-and-legal-assistants,23-2011,Paralegals and Legal Assistants,1,1.292055,Paralegals and legal assistants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0839066831454387,0.8480243161094225
personal-financial-advisors,13-2052,Personal Financial Advisors,1,1.400749,Personal financial advisors,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.200207854471948,0.9361702127659575
pest-control-workers,37-2021,Pest Control Workers,1,-0.7255374,Pest control workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0748910368709692,0.19148936170212766
petroleum-engineers,17-2171,Petroleum Engineers,1,1.247779,Petroleum engineers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.0365319369620933,0.8085106382978723
pharmacists,29-1051,Pharmacists,1,0.6058705,Pharmacists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3496981610918273,0.5379939209726444
pharmacy-technicians,29-2052,Pharmacy Technicians,1,0.0070256,Pharmacy technicians,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.29105812088239796,0.3768996960486322
phlebotomists,31-9097,Phlebotomists,1,-0.2778475,Phlebotomists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.5958686459289864,0.2887537993920973
photographers,27-4021,Photographers,1,-0.1680973,Photographers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.4784373542908215,0.3252279635258359
physical-therapist-assistants-and-aides,31-2021 | 31-2022,Physical Therapist Assistants | Physical Therapist Aides,2,-0.70659,Physical therapist assistants and aides,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.0546175644291427,0.1945288753799392
physical-therapists,29-1123,Physical Therapists,1,-0.3581922,Physical therapists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.6818364336622282,0.2765957446808511
physician-assistants,29-1071,Physician Assistants,1,0.1059147,Physician assistants,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.18524806548445208,0.4194528875379939
physicians-and-surgeons,29-1061 | 29-1062 | 29-1063 | 29-1064 | 29-1065,"Anesthesiologists | Family and General Practitioners | Internists, General | Obstetricians and Gynecologists | Pediatricians, General",8,0.7073049,Physicians and surgeons,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.4582316545027027,0.574468085106383
physicists-and-astronomers,19-2011 | 19-2012,Astronomers | Physicists,2,1.3597365,Physicists and astronomers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.1563250109936654,0.9057750759878419
plumbers-pipefitters-and-steamfitters,47-2152,"Plumbers, Pipefitters, and Steamfitters",1,-1.121219,"Plumbers, pipefitters, and steamfitters",felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.4982652208401617,0.10030395136778116
podiatrists,29-1081,Podiatrists,1,0.6279185,Podiatrists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.3732892353498994,0.5501519756838906
police-and-detectives,33-3021 | 33-3031 | 33-3051 | 33-3052,Detectives and Criminal Investigators | Fish and Game Wardens | Police and Sheriff's Patrol Officers | Transit and Railroad Police,4,-0.43035275,Police and detectives,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-0.7590472869619979,0.25227963525835867
police-fire-and-ambulance-dispatchers,43-5031,"Police, Fire, and Ambulance Dispatchers",1,0.9074452,Public safety telecommunicators,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,0.6723791816857946,0.6443768996960486
political-scientists,19-3094,Political Scientists,1,1.418863,Political scientists,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,1.219589599714633,0.9483282674772037
postal-service-workers,43-5051 | 43-5052 | 43-5053,"Postal Service Clerks | Postal Service Mail Carriers | Postal Service Mail Sorters, Processors, and Processing Machine Operators",3,-0.9228052333333334,Postal service workers,felten_base_aioe,slug,AIOE_DataAppendix.xlsx,Appendix A,-1.2859650619478762,0.14893617021276595
